query	target	pident	fident	alnlen	mismatch	gapopen	qstart	qend	qlen	qcov	tstart	tend	tlen	tcov	evalue	bits	prob	lddt	alntmscore
1_4r0e_polio_rdrp	CF-AGH70290.1.1.10_10579_relaxed	87.300	0.873	452	57	0	10	461	461	0.980	2	453	453	0.998	4.029E-77	3233	1.000	9.549E-01	9.945E-01
1_4r0e_polio_rdrp	CF-AAQ02681.1.1.10_10567_relaxed	87.100	0.871	452	58	0	10	461	461	0.980	2	453	453	0.998	4.492E-77	3229	1.000	9.541E-01	9.944E-01
1_4r0e_polio_rdrp	CF-AFQ62099.1.1.10_10580_relaxed	86.900	0.869	452	59	0	10	461	461	0.980	2	453	453	0.998	4.743E-77	3229	1.000	9.539E-01	9.948E-01
1_4r0e_polio_rdrp	CF-AAQ02675.1.1.10_10562_relaxed	87.100	0.871	452	58	0	10	461	461	0.980	2	453	453	0.998	1.847E-76	3205	1.000	9.542E-01	9.946E-01
1_4r0e_polio_rdrp	CF-AFV92902.1.1.10_10582_relaxed	82.500	0.825	452	79	0	10	461	461	0.980	2	453	453	0.998	5.786E-76	3182	1.000	9.523E-01	9.950E-01
1_4r0e_polio_rdrp	CF-AFR46521.1.1.10_10581_relaxed	85.100	0.851	452	67	0	10	461	461	0.980	2	453	453	0.998	1.381E-75	3168	1.000	9.542E-01	9.942E-01
1_4r0e_polio_rdrp	CF-ADK22846.1.1.10_10578_relaxed	82.300	0.823	452	80	0	10	461	461	0.980	2	453	453	0.998	2.021E-75	3160	1.000	9.525E-01	9.950E-01
1_4r0e_polio_rdrp	CF-AFS33290.1.1.10_10577_relaxed	81.800	0.818	452	82	0	10	461	461	0.980	2	453	453	0.998	1.914E-75	3160	1.000	9.521E-01	9.949E-01
1_4r0e_polio_rdrp	CF-AAL68560.2.11_10626_relaxed	76.800	0.768	462	106	1	1	461	461	1.000	1	462	462	1.000	1.878E-74	3114	1.000	9.514E-01	9.927E-01
1_4r0e_polio_rdrp	CF-BAA00518.1.11_10498_relaxed	73.800	0.738	462	120	1	1	461	461	1.000	1	462	462	1.000	6.927E-74	3096	1.000	9.536E-01	9.936E-01
1_4r0e_polio_rdrp	CF-AAQ73095.1.11_10505_relaxed	73.800	0.738	462	120	1	1	461	461	1.000	1	462	462	1.000	1.130E-73	3086	1.000	9.534E-01	9.931E-01
1_4r0e_polio_rdrp	CF-AAL69638.2.11_10624_relaxed	75.700	0.757	462	111	1	1	461	461	1.000	1	462	462	1.000	8.610E-74	3085	1.000	9.500E-01	9.927E-01
1_4r0e_polio_rdrp	CF-AAQ73082.1.11_10501_relaxed	74.000	0.740	462	119	1	1	461	461	1.000	1	462	462	1.000	2.697E-73	3071	1.000	9.535E-01	9.931E-01
1_4r0e_polio_rdrp	CF-ABK41189.1.11_10547_relaxed	73.300	0.733	462	122	1	1	461	461	1.000	1	462	462	1.000	2.697E-73	3071	1.000	9.535E-01	9.934E-01
1_4r0e_polio_rdrp	CF-AAX47037.1.11_10538_relaxed	73.800	0.738	462	120	1	1	461	461	1.000	1	462	462	1.000	3.007E-73	3067	1.000	9.527E-01	9.931E-01
1_4r0e_polio_rdrp	CF-AAX47041.1.11_10542_relaxed	73.500	0.735	462	121	1	1	461	461	1.000	1	462	462	1.000	4.400E-73	3064	1.000	9.548E-01	9.934E-01
1_4r0e_polio_rdrp	CF-AAQ73076.1.11_10510_relaxed	74.200	0.742	462	118	1	1	461	461	1.000	1	462	462	1.000	4.906E-73	3063	1.000	9.554E-01	9.934E-01
1_4r0e_polio_rdrp	CF-AAX47043.1.11_10545_relaxed	73.100	0.731	462	123	1	1	461	461	1.000	1	462	462	1.000	2.697E-73	3063	1.000	9.490E-01	9.927E-01
1_4r0e_polio_rdrp	CF-AAQ73096.1.11_10506_relaxed	74.000	0.740	462	119	1	1	461	461	1.000	1	462	462	1.000	5.469E-73	3060	1.000	9.547E-01	9.934E-01
1_4r0e_polio_rdrp	CF-ABK41188.1.11_10539_relaxed	73.300	0.733	462	122	1	1	461	461	1.000	1	462	462	1.000	5.775E-73	3058	1.000	9.540E-01	9.930E-01
1_4r0e_polio_rdrp	CF-AAX47039.1.11_10540_relaxed	73.800	0.738	462	120	1	1	461	461	1.000	1	462	462	1.000	6.098E-73	3057	1.000	9.538E-01	9.933E-01
1_4r0e_polio_rdrp	CF-AAQ73085.1.11_10519_relaxed	73.800	0.738	462	120	1	1	461	461	1.000	1	462	462	1.000	7.579E-73	3056	1.000	9.554E-01	9.937E-01
1_4r0e_polio_rdrp	CF-AAQ73080.1.11_10514_relaxed	73.800	0.738	462	120	1	1	461	461	1.000	1	462	462	1.000	6.798E-73	3055	1.000	9.539E-01	9.935E-01
1_4r0e_polio_rdrp	CF-AAQ73090.1.11_10502_relaxed	74.000	0.740	462	119	1	1	461	461	1.000	1	462	462	1.000	7.178E-73	3055	1.000	9.547E-01	9.933E-01
1_4r0e_polio_rdrp	CF-AAX47036.1.11_10537_relaxed	73.300	0.733	462	122	1	1	461	461	1.000	1	462	462	1.000	6.098E-73	3055	1.000	9.526E-01	9.931E-01
1_4r0e_polio_rdrp	CF-AAX47042.1.11_10543_relaxed	73.800	0.738	462	120	1	1	461	461	1.000	1	462	462	1.000	6.798E-73	3055	1.000	9.538E-01	9.932E-01
1_4r0e_polio_rdrp	CF-AAQ73097.1.11_10528_relaxed	73.800	0.738	462	120	1	1	461	461	1.000	1	462	462	1.000	7.178E-73	3054	1.000	9.537E-01	9.934E-01
1_4r0e_polio_rdrp	CF-AAQ73077.1.11_10511_relaxed	74.200	0.742	462	118	1	1	461	461	1.000	1	462	462	1.000	4.646E-73	3053	1.000	9.489E-01	9.926E-01
1_4r0e_polio_rdrp	CF-AAQ73081.1.11_10516_relaxed	74.200	0.742	462	118	1	1	461	461	1.000	1	462	462	1.000	8.003E-73	3053	1.000	9.544E-01	9.934E-01
1_4r0e_polio_rdrp	CF-AAQ73086.1.11_10520_relaxed	73.100	0.731	462	123	1	1	461	461	1.000	1	462	462	1.000	7.579E-73	3052	1.000	9.531E-01	9.932E-01
1_4r0e_polio_rdrp	CF-AHE93351.1.11_10552_relaxed	73.500	0.735	462	121	1	1	461	461	1.000	1	462	462	1.000	7.579E-73	3052	1.000	9.531E-01	9.935E-01
1_4r0e_polio_rdrp	CF-AAX47034.1.11_10535_relaxed	73.800	0.738	462	120	1	1	461	461	1.000	1	462	462	1.000	8.003E-73	3051	1.000	9.536E-01	9.931E-01
1_4r0e_polio_rdrp	CF-AAQ73094.1.11_10503_relaxed	73.500	0.735	462	121	1	1	461	461	1.000	1	462	462	1.000	8.922E-73	3049	1.000	9.538E-01	9.928E-01
1_4r0e_polio_rdrp	CF-ACJ66736.1.11_10625_relaxed	75.300	0.753	462	113	1	1	461	461	1.000	1	462	462	1.000	7.579E-73	3049	1.000	9.519E-01	9.929E-01
1_4r0e_polio_rdrp	CF-AAL69623.2.11_10555_relaxed	75.300	0.753	462	113	1	1	461	461	1.000	1	462	462	1.000	1.109E-72	3048	1.000	9.545E-01	9.935E-01
1_4r0e_polio_rdrp	CF-AAQ73089.1.11_10523_relaxed	73.800	0.738	462	120	1	1	461	461	1.000	1	462	462	1.000	1.050E-72	3048	1.000	9.542E-01	9.935E-01
1_4r0e_polio_rdrp	CF-AAT65951.1.11_10530_relaxed	73.500	0.735	462	121	1	1	461	461	1.000	1	462	462	1.000	1.171E-72	3047	1.000	9.548E-01	9.933E-01
1_4r0e_polio_rdrp	CF-AAT65964.1.11_10531_relaxed	73.800	0.738	462	120	1	1	461	461	1.000	1	462	462	1.000	1.050E-72	3047	1.000	9.539E-01	9.933E-01
1_4r0e_polio_rdrp	CF-AAQ73079.1.11_10513_relaxed	73.100	0.731	462	123	1	1	461	461	1.000	1	462	462	1.000	1.109E-72	3046	1.000	9.539E-01	9.933E-01
1_4r0e_polio_rdrp	CF-AAQ73084.1.11_10518_relaxed	73.800	0.738	462	120	1	1	461	461	1.000	1	462	462	1.000	1.171E-72	3045	1.000	9.542E-01	9.931E-01
1_4r0e_polio_rdrp	CF-AAQ73092.1.11_10526_relaxed	73.300	0.733	462	122	1	1	461	461	1.000	1	462	462	1.000	8.003E-73	3045	1.000	9.498E-01	9.927E-01
1_4r0e_polio_rdrp	CF-AAC63944.2.11_10499_relaxed	73.300	0.733	462	122	1	1	461	461	1.000	1	462	462	1.000	1.236E-72	3044	1.000	9.539E-01	9.930E-01
1_4r0e_polio_rdrp	CF-AAC00531.1.11_10493_relaxed	73.100	0.731	462	123	1	1	461	461	1.000	1	462	462	1.000	1.378E-72	3042	1.000	9.535E-01	9.934E-01
1_4r0e_polio_rdrp	CF-AAQ73093.1.11_10527_relaxed	73.500	0.735	462	121	1	1	461	461	1.000	1	462	462	1.000	1.713E-72	3040	1.000	9.547E-01	9.935E-01
1_4r0e_polio_rdrp	CF-AAQ73091.1.11_10525_relaxed	73.500	0.735	462	121	1	1	461	461	1.000	1	462	462	1.000	1.623E-72	3039	1.000	9.535E-01	9.931E-01
1_4r0e_polio_rdrp	CF-CAA55650.1.9_10509_relaxed	73.300	0.733	462	122	1	1	461	461	1.000	1	462	462	1.000	2.130E-72	3036	1.000	9.550E-01	9.934E-01
1_4r0e_polio_rdrp	CF-AAK13071.1.11_10529_relaxed	73.800	0.738	462	120	1	1	461	461	1.000	1	462	462	1.000	2.130E-72	3034	1.000	9.536E-01	9.931E-01
1_4r0e_polio_rdrp	CF-AAQ73088.1.11_10522_relaxed	73.500	0.735	462	121	1	1	461	461	1.000	1	462	462	1.000	2.130E-72	3034	1.000	9.537E-01	9.930E-01
1_4r0e_polio_rdrp	CF-AAQ73087.1.11_10521_relaxed	73.500	0.735	462	121	1	1	461	461	1.000	1	462	462	1.000	2.374E-72	3033	1.000	9.541E-01	9.935E-01
1_4r0e_polio_rdrp	CF-AAX47033.1.11_10534_relaxed	73.800	0.738	462	120	1	1	461	461	1.000	1	462	462	1.000	2.951E-72	3031	1.000	9.549E-01	9.935E-01
1_4r0e_polio_rdrp	CF-AAQ73083.1.11_10517_relaxed	74.000	0.740	462	119	1	1	461	461	1.000	1	462	462	1.000	2.647E-72	3030	1.000	9.537E-01	9.931E-01
1_4r0e_polio_rdrp	CF-CAA59341.1.11_10507_relaxed	73.500	0.735	462	121	1	1	461	461	1.000	1	462	462	1.000	2.507E-72	3029	1.000	9.525E-01	9.932E-01
1_4r0e_polio_rdrp	CF-AAX47035.1.11_10536_relaxed	73.500	0.735	462	121	1	1	461	461	1.000	1	462	462	1.000	2.951E-72	3028	1.000	9.535E-01	9.933E-01
1_4r0e_polio_rdrp	CF-AAL69622.2.11_10491_relaxed	74.400	0.744	462	117	1	1	461	461	1.000	1	462	462	1.000	1.713E-72	3025	1.000	9.470E-01	9.918E-01
1_4r0e_polio_rdrp	CF-AAQ73078.1.11_10512_relaxed	73.500	0.735	462	121	1	1	461	461	1.000	1	462	462	1.000	3.668E-72	3025	1.000	9.537E-01	9.933E-01
1_4r0e_polio_rdrp	CF-BAG70419.1.11_10546_relaxed	73.500	0.735	462	121	1	1	461	461	1.000	1	462	462	1.000	4.815E-72	3019	1.000	9.537E-01	9.931E-01
1_4r0e_polio_rdrp	CF-ABK88241.1.11_10586_relaxed	75.400	0.754	461	109	1	1	461	461	1.000	1	457	457	1.000	3.116E-72	3015	1.000	9.469E-01	9.925E-01
1_4r0e_polio_rdrp	CF-AAX47044.1.11_10548_relaxed	73.100	0.731	462	122	2	1	461	461	1.000	1	461	461	1.000	3.116E-72	3014	1.000	9.482E-01	9.903E-01
1_4r0e_polio_rdrp	CF-CAA56365.1.11_10508_relaxed	72.900	0.729	462	124	1	1	461	461	1.000	1	462	462	1.000	3.116E-72	3013	1.000	9.462E-01	9.919E-01
1_4r0e_polio_rdrp	CF-AAR98503.1.11_10583_relaxed	72.000	0.720	461	125	1	1	461	461	1.000	1	457	457	1.000	3.290E-72	3009	1.000	9.446E-01	9.914E-01
1_4r0e_polio_rdrp	CF-BAA18891.1.15_10585_relaxed	75.200	0.752	461	109	3	1	461	461	1.000	1	456	456	1.000	2.951E-72	3006	1.000	9.412E-01	9.915E-01
1_4r0e_polio_rdrp	CF-AAX47040.1.11_10541_relaxed	73.800	0.738	462	120	1	1	461	461	1.000	1	462	462	1.000	1.281E-71	3003	1.000	9.543E-01	9.934E-01
1_4r0e_polio_rdrp	CF-AAL68560.2.1.10_10626_relaxed	77.700	0.777	453	100	1	10	461	461	0.980	2	454	454	0.998	6.319E-72	2989	1.000	9.404E-01	9.905E-01
1_4r0e_polio_rdrp	CF-ALG04780.2.11_10609_relaxed	70.400	0.704	461	136	0	1	461	461	1.000	1	461	461	1.000	2.598E-71	2980	1.000	9.478E-01	9.928E-01
1_4r0e_polio_rdrp	CF-BAG70420.1.1.10_10550_relaxed	74.600	0.746	453	114	1	10	461	461	0.980	2	454	454	0.998	1.593E-71	2976	1.000	9.416E-01	9.912E-01
1_4r0e_polio_rdrp	CF-ABK88241.1.1.10_10586_relaxed	76.900	0.769	447	103	0	15	461	461	0.970	6	452	452	0.989	1.508E-71	2975	1.000	9.388E-01	9.932E-01
1_4r0e_polio_rdrp	CF-BAA18891.1.1.10_10585_relaxed	76.700	0.767	447	103	1	15	461	461	0.970	5	450	450	0.991	8.293E-72	2973	1.000	9.336E-01	9.900E-01
1_4r0e_polio_rdrp	CF-AJA74399.1.1.10_10553_relaxed	78.000	0.780	452	98	1	10	460	461	0.978	2	453	453	0.998	1.508E-71	2973	1.000	9.390E-01	9.913E-01
1_4r0e_polio_rdrp	CF-AKA64451.1.11_10622_relaxed	68.300	0.683	461	146	0	1	461	461	1.000	1	461	461	1.000	9.581E-71	2970	1.000	9.555E-01	9.938E-01
1_4r0e_polio_rdrp	CF-CAD38168.2.11_10532_relaxed	74.000	0.740	462	119	1	1	461	461	1.000	1	462	462	1.000	4.725E-71	2970	1.000	9.487E-01	9.924E-01
1_4r0e_polio_rdrp	CF-ABK41189.1.1.10_10547_relaxed	73.900	0.739	453	117	1	10	461	461	0.980	2	454	454	0.998	2.207E-71	2969	1.000	9.407E-01	9.911E-01
1_4r0e_polio_rdrp	CF-AAD19342.1.1.10_10504_relaxed	74.600	0.746	453	114	1	10	461	461	0.980	2	454	454	0.998	1.875E-71	2968	1.000	9.386E-01	9.909E-01
1_4r0e_polio_rdrp	CF-ARM53611.1.12_10617_relaxed	70.200	0.702	461	137	0	1	461	461	1.000	1	461	461	1.000	4.238E-71	2967	1.000	9.455E-01	9.927E-01
1_4r0e_polio_rdrp	CF-AAK13071.1.1.10_10529_relaxed	74.300	0.743	453	115	1	10	461	461	0.980	2	454	454	0.998	1.776E-71	2965	1.000	9.367E-01	9.904E-01
1_4r0e_polio_rdrp	CF-AAQ73082.1.1.10_10501_relaxed	74.600	0.746	453	114	1	10	461	461	0.980	2	454	454	0.998	2.743E-71	2965	1.000	9.408E-01	9.909E-01
1_4r0e_polio_rdrp	CF-AAQ73091.1.1.10_10525_relaxed	74.100	0.741	453	116	1	10	461	461	0.980	2	454	454	0.998	2.598E-71	2965	1.000	9.403E-01	9.911E-01
1_4r0e_polio_rdrp	CF-AAQ73095.1.1.10_10505_relaxed	74.300	0.743	453	115	1	10	461	461	0.980	2	454	454	0.998	1.508E-71	2965	1.000	9.348E-01	9.903E-01
1_4r0e_polio_rdrp	CF-CAA59341.1.1.10_10507_relaxed	74.100	0.741	453	116	1	10	461	461	0.980	2	454	454	0.998	2.743E-71	2965	1.000	9.406E-01	9.911E-01
1_4r0e_polio_rdrp	CF-AAQ73079.1.1.10_10513_relaxed	73.700	0.737	453	118	1	10	461	461	0.980	2	454	454	0.998	2.897E-71	2964	1.000	9.406E-01	9.911E-01
1_4r0e_polio_rdrp	CF-AAQ73081.1.1.10_10516_relaxed	74.800	0.748	453	113	1	10	461	461	0.980	2	454	454	0.998	3.058E-71	2964	1.000	9.411E-01	9.912E-01
1_4r0e_polio_rdrp	CF-AAQ73076.1.1.10_10510_relaxed	74.800	0.748	453	113	1	10	461	461	0.980	2	454	454	0.998	2.207E-71	2963	1.000	9.376E-01	9.904E-01
1_4r0e_polio_rdrp	CF-BAA00518.1.1.10_10498_relaxed	74.300	0.743	453	115	1	10	461	461	0.980	2	454	454	0.998	2.743E-71	2963	1.000	9.396E-01	9.910E-01
1_4r0e_polio_rdrp	CF-AAQ73086.1.1.10_10520_relaxed	73.700	0.737	453	118	1	10	461	461	0.980	2	454	454	0.998	3.600E-71	2961	1.000	9.411E-01	9.912E-01
1_4r0e_polio_rdrp	CF-AAX47039.1.1.10_10540_relaxed	74.300	0.743	453	115	1	10	461	461	0.980	2	454	454	0.998	3.600E-71	2961	1.000	9.413E-01	9.911E-01
1_4r0e_polio_rdrp	CF-AKA64452.1.11_10623_relaxed	68.500	0.685	461	145	0	1	461	461	1.000	1	461	461	1.000	1.563E-70	2961	1.000	9.552E-01	9.939E-01
1_4r0e_polio_rdrp	CF-AAL69622.2.1.10_10491_relaxed	75.000	0.750	453	112	1	10	461	461	0.980	2	454	454	0.998	1.682E-71	2960	1.000	9.335E-01	9.894E-01
1_4r0e_polio_rdrp	CF-AAX47040.1.1.10_10541_relaxed	74.300	0.743	453	115	1	10	461	461	0.980	2	454	454	0.998	4.014E-71	2960	1.000	9.420E-01	9.914E-01
1_4r0e_polio_rdrp	CF-ABK41188.1.1.10_10539_relaxed	73.900	0.739	453	117	1	10	461	461	0.980	2	454	454	0.998	3.229E-71	2960	1.000	9.402E-01	9.907E-01
1_4r0e_polio_rdrp	CF-AAT65951.1.1.10_10530_relaxed	74.100	0.741	453	116	1	10	461	461	0.980	2	454	454	0.998	3.802E-71	2959	1.000	9.404E-01	9.912E-01
1_4r0e_polio_rdrp	CF-ACJ66736.1.1.10_10625_relaxed	75.700	0.757	453	109	1	10	461	461	0.980	2	454	454	0.998	3.410E-71	2958	1.000	9.391E-01	9.909E-01
1_4r0e_polio_rdrp	CF-AAR98503.1.1.10_10583_relaxed	73.600	0.736	447	118	0	15	461	461	0.970	6	452	452	0.989	3.802E-71	2957	1.000	9.380E-01	9.926E-01
1_4r0e_polio_rdrp	CF-AAQ73084.1.1.10_10518_relaxed	74.300	0.743	453	115	1	10	461	461	0.980	2	454	454	0.998	2.897E-71	2956	1.000	9.365E-01	9.902E-01
1_4r0e_polio_rdrp	CF-BAG70419.1.1.10_10546_relaxed	74.100	0.741	453	116	1	10	461	461	0.980	2	454	454	0.998	2.598E-71	2956	1.000	9.353E-01	9.906E-01
1_4r0e_polio_rdrp	CF-AAQ73087.1.1.10_10521_relaxed	74.100	0.741	453	116	1	10	461	461	0.980	2	454	454	0.998	3.410E-71	2955	1.000	9.376E-01	9.905E-01
1_4r0e_polio_rdrp	CF-AAD45119.1.1.10_10524_relaxed	74.300	0.743	453	115	1	10	461	461	0.980	2	454	454	0.998	3.058E-71	2954	1.000	9.355E-01	9.905E-01
1_4r0e_polio_rdrp	CF-AIM19469.1.1.10_10544_relaxed	73.900	0.739	453	117	1	10	461	461	0.980	2	454	454	0.998	4.989E-71	2954	1.000	9.407E-01	9.910E-01
